pair_id,layer,validation_fold,expert_1,expert_2,oracle_kl,local_baseline_score,capability_distance,combined_score
partition_00_fold_00_36_44,0,fold_00,36,44,0.0029643911,0.0071349666,0.003526001,0.0035149846
partition_00_fold_00_36_46,0,fold_00,36,46,0.0012614183,0.002504383,0.0011568749,0.0016157975
partition_00_fold_00_36_48,0,fold_00,36,48,0.003158589,0.009097695,0.003745868,0.003950579
partition_00_fold_00_36_50,0,fold_00,36,50,0.0016061304,0.0017024826,0.0015583955,0.0015629646
partition_00_fold_00_36_52,0,fold_00,36,52,0.00309009,0.0018167532,0.0035148615,0.0032805132
partition_00_fold_00_36_53,0,fold_00,36,53,0.0019436574,0.005214365,0.0006688477,0.0015892322
partition_00_fold_00_36_60,0,fold_00,36,60,0.0011148782,0.0029654677,0.001059655,0.0019345562
partition_00_fold_00_39_44,0,fold_00,39,44,0.0026368368,0.002289762,0.002950999,0.0024153595
partition_00_fold_00_39_46,0,fold_00,39,46,0.0008562376,0.0024835162,0.0008649431,0.0016871264
partition_00_fold_00_39_48,0,fold_00,39,48,0.002884612,0.007960695,0.0030742793,0.0047950344
partition_00_fold_00_39_50,0,fold_00,39,50,0.0013181936,0.001628582,0.0005588674,0.0015478648
partition_00_fold_00_39_52,0,fold_00,39,52,0.002823255,0.0025273543,0.0026161398,0.0022401952
partition_00_fold_00_39_53,0,fold_00,39,53,0.0016465845,0.0023207907,0.0017480145,0.00164349
partition_00_fold_00_39_60,0,fold_00,39,60,0.00079249166,0.0017257092,0.0006323323,0.0017628362
partition_00_fold_00_44_46,0,fold_00,44,46,0.002636972,0.0038900892,0.0028753097,0.0024153595
partition_00_fold_00_44_48,0,fold_00,44,48,0.004389381,0.0032495358,0.00063278945,0.0019087241
partition_00_fold_00_44_50,0,fold_00,44,50,0.0029736697,0.0025141665,0.0029579222,0.002966772
partition_00_fold_00_44_52,0,fold_00,44,52,0.004418798,0.0039588497,0.002434123,0.0026236877
partition_00_fold_00_44_53,0,fold_00,44,53,0.0033053174,0.0025991339,0.003909893,0.0039829765
partition_00_fold_00_44_60,0,fold_00,44,60,0.0024644954,0.0025319555,0.0028579133,0.0028058894
partition_00_fold_00_46_48,0,fold_00,46,48,0.0028612874,0.0024482284,0.0031648302,0.0029316437
partition_00_fold_00_46_50,0,fold_00,46,50,0.0013208889,0.0016677327,0.0011050391,0.0015478648
partition_00_fold_00_46_52,0,fold_00,46,52,0.0028159558,0.0028942144,0.003176399,0.0030150944
partition_00_fold_00_46_53,0,fold_00,46,53,0.0017141685,0.0024269943,0.0016445318,0.00164349
partition_00_fold_00_46_60,0,fold_00,46,60,0.00084551476,0.00248722,0.00026051566,0.0017759138
partition_00_fold_00_48_50,0,fold_00,48,50,0.0031337987,0.0032261205,0.003032617,0.003040928
partition_00_fold_00_48_52,0,fold_00,48,52,0.0043888134,0.003216189,0.001985815,0.0019766632
partition_00_fold_00_48_53,0,fold_00,48,53,0.0035353964,0.0024008155,0.0041812984,0.004023607
partition_00_fold_00_48_60,0,fold_00,48,60,0.0027271735,0.016657343,0.0031061599,0.0064524915
partition_00_fold_00_50_52,0,fold_00,50,52,0.0031231525,0.0029929113,0.0023904983,0.002595513
partition_00_fold_00_50_53,0,fold_00,50,53,0.0019884822,0.003198283,0.0022152283,0.0019463269
partition_00_fold_00_50_60,0,fold_00,50,60,0.0011825889,0.0049674767,0.0009532321,0.0022556891
partition_00_fold_00_52_53,0,fold_00,52,53,0.003464576,0.0021092582,0.0041037025,0.0040276996
partition_00_fold_00_52_60,0,fold_00,52,60,0.0026424865,0.0038360874,0.003018016,0.0030027507
partition_00_fold_00_53_60,0,fold_00,53,60,0.0014856169,0.006536904,0.0016134254,0.0023488589
partition_01_fold_02_4_5,1,fold_02,4,5,0.002109047,0.002495111,0.0022883655,0.0024324036
partition_01_fold_02_4_6,1,fold_02,4,6,0.0020080907,0.002081258,0.002194701,0.0021989774
partition_01_fold_02_4_7,1,fold_02,4,7,0.0007452201,0.0020178717,0.0004474336,0.001894663
partition_01_fold_02_4_8,1,fold_02,4,8,0.00071046967,0.0020178717,0.00041439483,0.001894663
partition_01_fold_02_4_9,1,fold_02,4,9,0.0014121976,0.0020178717,0.0015416351,0.001894663
partition_01_fold_02_4_11,1,fold_02,4,11,0.0019747808,0.0020178717,0.002152433,0.002086355
partition_01_fold_02_4_13,1,fold_02,4,13,0.0010900979,0.0020178717,0.0005588986,0.001894663
partition_01_fold_02_4_15,1,fold_02,4,15,0.0028447886,0.0025394266,0.003035608,0.0029400312
partition_01_fold_02_4_17,1,fold_02,4,17,0.0017047572,0.002288512,0.0018072265,0.0019485871
partition_01_fold_02_4_18,1,fold_02,4,18,0.0050312122,0.0025394266,0.0053552547,0.0031038974
partition_01_fold_02_4_19,1,fold_02,4,19,0.0011787466,0.0020178717,0.00074227236,0.001894663
partition_01_fold_02_4_22,1,fold_02,4,22,0.036299314,0.0020178717,0.035767883,0.0030219476
partition_01_fold_02_4_23,1,fold_02,4,23,0.0017075907,0.0020178717,0.0018174879,0.0019076564
partition_01_fold_02_4_25,1,fold_02,4,25,0.0010786789,0.0020178717,0.0005985226,0.001894663
partition_01_fold_02_4_26,1,fold_02,4,26,0.0043852967,0.0024614057,0.004649497,0.0030971556
partition_01_fold_02_4_37,1,fold_02,4,37,0.003057719,0.0021820865,0.003249531,0.0030162637
partition_01_fold_02_4_44,1,fold_02,4,44,0.0026122574,0.0021666086,0.0028747488,0.002736846
partition_01_fold_02_4_56,1,fold_02,4,56,0.0020731643,0.0024843246,0.0022482967,0.0023705952
partition_01_fold_02_4_59,1,fold_02,4,59,0.00088855356,0.0020478654,0.0005548699,0.001894663
partition_01_fold_02_4_60,1,fold_02,4,60,0.00080154795,0.0020478654,0.00048303406,0.001894663
partition_01_fold_02_5_6,1,fold_02,5,6,0.0030890247,0.002836689,0.00016082672,0.0023607486
partition_01_fold_02_5_7,1,fold_02,5,7,0.0019462676,0.002495111,0.0022617215,0.002384782
partition_01_fold_02_5_8,1,fold_02,5,8,0.0019475808,0.0025394266,0.0022941076,0.0023904904
partition_01_fold_02_5_9,1,fold_02,5,9,0.0025479996,0.0026614317,0.002076774,0.0023495187
partition_01_fold_02_5_11,1,fold_02,5,11,0.0031853074,0.0028437814,0.0002885381,0.0023607486
partition_01_fold_02_5_13,1,fold_02,5,13,0.0022809603,0.002574828,0.002512958,0.0025556106
partition_01_fold_02_5_15,1,fold_02,5,15,0.0038860948,0.0027665854,0.00091146625,0.0023249963
partition_01_fold_02_5_17,1,fold_02,5,17,0.0028567368,0.002759274,0.0007913934,0.0023249963
partition_01_fold_02_5_18,1,fold_02,5,18,0.006380833,0.0027895272,0.0032343622,0.0032018088
partition_01_fold_02_5_19,1,fold_02,5,19,0.0024087375,0.0026376257,0.002613384,0.0026641598
partition_01_fold_02_5_22,1,fold_02,5,22,0.037786793,0.0025394266,0.035378613,0.0031038974
partition_01_fold_02_5_23,1,fold_02,5,23,0.0028044914,0.002836689,0.0012976112,0.0023607486
partition_01_fold_02_5_25,1,fold_02,5,25,0.0022481494,0.0026614317,0.002561124,0.002577561
partition_01_fold_02_5_26,1,fold_02,5,26,0.005559951,0.0028510927,0.0030127403,0.0030624769
partition_01_fold_02_5_37,1,fold_02,5,37,0.004161817,0.0028510927,0.0014065965,0.0023607486
partition_01_fold_02_5_44,1,fold_02,5,44,0.0037395614,0.0028510927,0.0006990586,0.0023607486
partition_01_fold_02_5_56,1,fold_02,5,56,0.0032442634,0.0028510927,0.00012616404,0.0023607486
partition_01_fold_02_5_59,1,fold_02,5,59,0.0020374628,0.0025394266,0.002572959,0.0025447474
partition_01_fold_02_5_60,1,fold_02,5,60,0.0019358419,0.002495111,0.0022563734,0.002428119
partition_01_fold_02_6_7,1,fold_02,6,7,0.0018607421,0.0020464088,0.002148124,0.0021022207
partition_01_fold_02_6_8,1,fold_02,6,8,0.0018834197,0.0020178717,0.0021816539,0.002183486
partition_01_fold_02_6_9,1,fold_02,6,9,0.00250755,0.0025886134,0.0019711873,0.0021305527
partition_01_fold_02_6_11,1,fold_02,6,11,0.003061313,0.002829746,0.00026854768,0.0021026167
partition_01_fold_02_6_13,1,fold_02,6,13,0.0022260218,0.0021260257,0.0024251754,0.0022727507
partition_01_fold_02_6_15,1,fold_02,6,15,0.003799327,0.0026542172,0.0010597341,0.0022933255
partition_01_fold_02_6_17,1,fold_02,6,17,0.0027670085,0.002806777,0.0006784576,0.002352137
partition_01_fold_02_6_18,1,fold_02,6,18,0.0059952117,0.0025587364,0.003381148,0.0031198105
partition_01_fold_02_6_19,1,fold_02,6,19,0.0023811779,0.0024969792,0.002527372,0.0025326682
partition_01_fold_02_6_22,1,fold_02,6,22,0.03855131,0.0021366414,0.035342615,0.0030378134
partition_01_fold_02_6_23,1,fold_02,6,23,0.0027751487,0.0027640515,0.0012100042,0.0020990581
partition_01_fold_02_6_25,1,fold_02,6,25,0.002164623,0.0021482366,0.002464104,0.002412366
partition_01_fold_02_6_26,1,fold_02,6,26,0.0052957423,0.0027665854,0.0031583335,0.0030011057
partition_01_fold_02_6_37,1,fold_02,6,37,0.004074214,0.0027665854,0.0015614269,0.002090737
partition_01_fold_02_6_44,1,fold_02,6,44,0.003721825,0.0025903278,0.0008365267,0.0020633058
partition_01_fold_02_6_56,1,fold_02,6,56,0.0031210978,0.0028510927,0.0001222225,0.0023280787
partition_01_fold_02_6_59,1,fold_02,6,59,0.0019834486,0.0020464088,0.0024658071,0.0024282318
partition_01_fold_02_6_60,1,fold_02,6,60,0.0018853494,0.0020464088,0.0021415583,0.0021022207
partition_01_fold_02_7_8,1,fold_02,7,8,0.00057860883,0.0020178717,6.739354e-05,0.001894663
partition_01_fold_02_7_9,1,fold_02,7,9,0.0012487966,0.0020178717,0.0012628185,0.001894663
partition_01_fold_02_7_11,1,fold_02,7,11,0.0017822975,0.0020178717,0.0021382219,0.002086355
partition_01_fold_02_7_13,1,fold_02,7,13,0.0009528497,0.0020178717,0.0007247036,0.001894663
partition_01_fold_02_7_15,1,fold_02,7,15,0.002657762,0.002495111,0.003086004,0.0029374363
partition_01_fold_02_7_17,1,fold_02,7,17,0.0015552337,0.0022554912,0.0017389723,0.0019491969
partition_01_fold_02_7_18,1,fold_02,7,18,0.0048054527,0.0025251214,0.005414635,0.0031038974
partition_01_fold_02_7_19,1,fold_02,7,19,0.0010472963,0.0020178717,0.0008757694,0.001894663
partition_01_fold_02_7_22,1,fold_02,7,22,0.032725923,0.0020464088,0.03539742,0.0030378134
partition_01_fold_02_7_23,1,fold_02,7,23,0.0014879004,0.0020464088,0.001673469,0.0019105285
partition_01_fold_02_7_25,1,fold_02,7,25,0.0009273814,0.0020178717,0.0006648198,0.001894663
partition_01_fold_02_7_26,1,fold_02,7,26,0.004211373,0.0024107366,0.0048113777,0.0031038974
partition_01_fold_02_7_37,1,fold_02,7,37,0.0028259554,0.0021671955,0.0033645912,0.0030764819
partition_01_fold_02_7_44,1,fold_02,7,44,0.0024220222,0.0021644535,0.0028902704,0.0028407355
partition_01_fold_02_7_56,1,fold_02,7,56,0.0018974901,0.0022554912,0.0022205173,0.0022602535
partition_01_fold_02_7_59,1,fold_02,7,59,0.00068687357,0.0020464088,0.00044562924,0.0019105285
partition_01_fold_02_7_60,1,fold_02,7,60,0.0005933229,0.0020916755,8.231594e-05,0.0019105285
partition_01_fold_02_8_9,1,fold_02,8,9,0.0012453574,0.0020178717,0.0012741949,0.001894663
partition_01_fold_02_8_11,1,fold_02,8,11,0.0018118065,0.0020178717,0.0021727665,0.002183486
partition_01_fold_02_8_13,1,fold_02,8,13,0.0009416513,0.0020178717,0.000730253,0.001894663
partition_01_fold_02_8_15,1,fold_02,8,15,0.0026649258,0.0025394266,0.003111832,0.0029374363
partition_01_fold_02_8_17,1,fold_02,8,17,0.0015611867,0.0022731493,0.0017822059,0.0019584475
partition_01_fold_02_8_18,1,fold_02,8,18,0.0050258758,0.0025394266,0.0054404265,0.0031038974
partition_01_fold_02_8_19,1,fold_02,8,19,0.0010107674,0.0020178717,0.0008869253,0.001894663
partition_01_fold_02_8_22,1,fold_02,8,22,0.032924082,0.0020238608,0.0354429,0.0030219476
partition_01_fold_02_8_23,1,fold_02,8,23,0.0015019787,0.0020178717,0.0016887935,0.001894663
partition_01_fold_02_8_25,1,fold_02,8,25,0.00091559417,0.0020301086,0.0006753592,0.001894663
partition_01_fold_02_8_26,1,fold_02,8,26,0.0042232373,0.0024097573,0.0048164153,0.0031038974
partition_01_fold_02_8_37,1,fold_02,8,37,0.0028747667,0.0021905638,0.0033824507,0.0030608685
partition_01_fold_02_8_44,1,fold_02,8,44,0.00245163,0.0021905638,0.0029156336,0.0028407355
partition_01_fold_02_8_56,1,fold_02,8,56,0.0018970867,0.0022695763,0.0022519033,0.0022830698
partition_01_fold_02_8_59,1,fold_02,8,59,0.0007229192,0.0020178717,0.00038716366,0.001894663
partition_01_fold_02_8_60,1,fold_02,8,60,0.00063006044,0.0020359876,0.00014389292,0.0019105285
partition_01_fold_02_9_11,1,fold_02,9,11,0.0024894853,0.0026008568,0.0021129644,0.0021925268
partition_01_fold_02_9_13,1,fold_02,9,13,0.001578187,0.0020178717,0.0018916581,0.0019168139
partition_01_fold_02_9_15,1,fold_02,9,15,0.0032609352,0.0026343572,0.0028954544,0.0029022724
partition_01_fold_02_9_17,1,fold_02,9,17,0.0021767046,0.0028224352,0.0019083964,0.0021247678
partition_01_fold_02_9_18,1,fold_02,9,18,0.0054933326,0.0025653914,0.005013628,0.0031198105
partition_01_fold_02_9_19,1,fold_02,9,19,0.0017164723,0.0020895454,0.002034033,0.0019470785
partition_01_fold_02_9_22,1,fold_02,9,22,0.03409142,0.0020178717,0.034700155,0.0030219476
partition_01_fold_02_9_23,1,fold_02,9,23,0.0021299792,0.0021926058,0.0009334449,0.0019004159
partition_01_fold_02_9_25,1,fold_02,9,25,0.001582256,0.0021283473,0.0018714749,0.0019076564
partition_01_fold_02_9_26,1,fold_02,9,26,0.004831195,0.0028471006,0.004470706,0.003226343
partition_01_fold_02_9_37,1,fold_02,9,37,0.0034370786,0.002829746,0.0031704651,0.003059882
partition_01_fold_02_9_44,1,fold_02,9,44,0.0030901346,0.0028412717,0.002591177,0.0027196247
partition_01_fold_02_9_56,1,fold_02,9,56,0.0025290304,0.002829746,0.002061193,0.002170748
partition_01_fold_02_9_59,1,fold_02,9,59,0.001396219,0.0020178717,0.0012993851,0.001894663
partition_01_fold_02_9_60,1,fold_02,9,60,0.0012788587,0.0020178717,0.0012961405,0.001894663
partition_01_fold_02_11_13,1,fold_02,11,13,0.0021613685,0.0021482366,0.0023425547,0.0022661001
partition_01_fold_02_11_15,1,fold_02,11,15,0.003867764,0.0026985328,0.0010462014,0.0022933255
partition_01_fold_02_11_17,1,fold_02,11,17,0.0027636539,0.0028437814,0.0005620163,0.002185153
partition_01_fold_02_11_18,1,fold_02,11,18,0.0059573725,0.0026270458,0.0034027635,0.0031198105
partition_01_fold_02_11_19,1,fold_02,11,19,0.0023115303,0.0025977453,0.0024333242,0.0024708114
partition_01_fold_02_11_22,1,fold_02,11,22,0.038105015,0.0020895454,0.035472717,0.0030219476
partition_01_fold_02_11_23,1,fold_02,11,23,0.002747688,0.0026821631,0.0014070238,0.0020990581
partition_01_fold_02_11_25,1,fold_02,11,25,0.0021949618,0.002654276,0.0023876587,0.0024771462
partition_01_fold_02_11_26,1,fold_02,11,26,0.005506672,0.002806777,0.0031842086,0.003221648
partition_01_fold_02_11_37,1,fold_02,11,37,0.0039912127,0.0026821631,0.0015423442,0.0020990581
partition_01_fold_02_11_44,1,fold_02,11,44,0.0037350112,0.0028510927,0.000913145,0.0023280787
partition_01_fold_02_11_56,1,fold_02,11,56,0.0030933467,0.0028510927,0.00025928373,0.0023280787
partition_01_fold_02_11_59,1,fold_02,11,59,0.0019382456,0.0020273856,0.002475241,0.002412366
partition_01_fold_02_11_60,1,fold_02,11,60,0.0018410711,0.0020178717,0.0021263463,0.002086355
partition_01_fold_02_13_15,1,fold_02,13,15,0.002963738,0.0025394266,0.003251568,0.0030992024
partition_01_fold_02_13_17,1,fold_02,13,17,0.0019091456,0.002652881,0.0019408994,0.0021157216
partition_01_fold_02_13_18,1,fold_02,13,18,0.0051482236,0.0025394266,0.0055445707,0.0031038974
partition_01_fold_02_13_19,1,fold_02,13,19,0.0014305911,0.0020178717,0.00018426361,0.001894663
partition_01_fold_02_13_22,1,fold_02,13,22,0.03828377,0.0020464088,0.035638995,0.0030378134
partition_01_fold_02_13_23,1,fold_02,13,23,0.0018743208,0.0020350819,0.0022137233,0.0022057192
partition_01_fold_02_13_25,1,fold_02,13,25,0.0012812136,0.0020178717,0.00018478917,0.001894663
partition_01_fold_02_13_26,1,fold_02,13,26,0.0045713126,0.002768788,0.004926571,0.003226343
partition_01_fold_02_13_37,1,fold_02,13,37,0.003209793,0.0026245303,0.0034709978,0.003226343
partition_01_fold_02_13_44,1,fold_02,13,44,0.0027949936,0.0026099603,0.00312946,0.003059882
partition_01_fold_02_13_56,1,fold_02,13,56,0.002262735,0.002654276,0.0024851586,0.0026167615
partition_01_fold_02_13_59,1,fold_02,13,59,0.0010755988,0.0020464088,0.00091245055,0.0019105285
partition_01_fold_02_13_60,1,fold_02,13,60,0.0009953723,0.0020464088,0.00069638714,0.0019105285
partition_01_fold_02_15_17,1,fold_02,15,17,0.0035129145,0.0028510927,0.0016009626,0.0023607486
partition_01_fold_02_15_18,1,fold_02,15,18,0.006781418,0.0028510927,0.0023984022,0.0025392908
partition_01_fold_02_15_19,1,fold_02,15,19,0.003167528,0.0026270458,0.0033452492,0.0031198105
partition_01_fold_02_15_22,1,fold_02,15,22,0.036196772,0.0025394266,0.03576766,0.0031038974
partition_01_fold_02_15_23,1,fold_02,15,23,0.003386164,0.0026985328,0.0020438621,0.0023457413
partition_01_fold_02_15_25,1,fold_02,15,25,0.002976356,0.0025660475,0.0033267217,0.0031198105
partition_01_fold_02_15_26,1,fold_02,15,26,0.006139809,0.0028471006,0.0022415156,0.0025283557
partition_01_fold_02_15_37,1,fold_02,15,37,0.0048545324,0.0028437437,0.0006551445,0.0023607486
partition_01_fold_02_15_44,1,fold_02,15,44,0.0044631683,0.0028326968,0.00037450783,0.0023607486
partition_01_fold_02_15_56,1,fold_02,15,56,0.0038378218,0.0028510927,0.0009613806,0.0023607486
partition_01_fold_02_15_59,1,fold_02,15,59,0.00278065,0.0025354344,0.0033691556,0.0031038974
partition_01_fold_02_15_60,1,fold_02,15,60,0.0026750343,0.0025394266,0.003085802,0.0029400312
partition_01_fold_02_17_18,1,fold_02,17,18,0.0054570283,0.0026290067,0.0039360793,0.0030808735
partition_01_fold_02_17_19,1,fold_02,17,19,0.002030192,0.0026748523,0.0020181274,0.002151474
partition_01_fold_02_17_22,1,fold_02,17,22,0.03528666,0.0026627982,0.035341553,0.003226343
partition_01_fold_02_17_23,1,fold_02,17,23,0.002430918,0.0028510927,0.0014153487,0.0023280787
partition_01_fold_02_17_25,1,fold_02,17,25,0.0018679634,0.0027665854,0.0019572687,0.002148861
partition_01_fold_02_17_26,1,fold_02,17,26,0.005100868,0.0027326832,0.0037285427,0.0031855826
partition_01_fold_02_17_37,1,fold_02,17,37,0.0038119762,0.0028510927,0.0020825122,0.0024169418
partition_01_fold_02_17_44,1,fold_02,17,44,0.0033708026,0.0027949272,0.0014679948,0.0023607486
partition_01_fold_02_17_56,1,fold_02,17,56,0.002781793,0.0028510927,0.0007436851,0.0023280787
partition_01_fold_02_17_59,1,fold_02,17,59,0.0016799417,0.0025585103,0.0021250863,0.0022907504
partition_01_fold_02_17_60,1,fold_02,17,60,0.0015680825,0.0024137013,0.0017122626,0.0020035426
partition_01_fold_02_18_19,1,fold_02,18,19,0.0054878765,0.0025394266,0.0056257937,0.0031038974
partition_01_fold_02_18_22,1,fold_02,18,22,0.03892207,0.0025394266,0.035808045,0.0031038974
partition_01_fold_02_18_23,1,fold_02,18,23,0.00575327,0.0026343572,0.0041663893,0.0031198105
partition_01_fold_02_18_25,1,fold_02,18,25,0.004994176,0.0025087167,0.0056383293,0.0031198105
partition_01_fold_02_18_26,1,fold_02,18,26,0.008373432,0.0026509147,0.0017635364,0.0022978722
partition_01_fold_02_18_37,1,fold_02,18,37,0.0070963777,0.002687953,0.0021565922,0.0024003177
partition_01_fold_02_18_44,1,fold_02,18,44,0.0067968685,0.0026436374,0.0025948363,0.00265751
partition_01_fold_02_18_56,1,fold_02,18,56,0.005908288,0.002687953,0.003305093,0.0031151155
partition_01_fold_02_18_59,1,fold_02,18,59,0.0050439034,0.0025394266,0.0056707193,0.0031038974
partition_01_fold_02_18_60,1,fold_02,18,60,0.0047929077,0.0025394266,0.00541655,0.0031038974
partition_01_fold_02_19_22,1,fold_02,19,22,0.039414905,0.0020178717,0.035608012,0.0030219476
partition_01_fold_02_19_23,1,fold_02,19,23,0.0019904024,0.0021569002,0.0023641356,0.0022661001
partition_01_fold_02_19_25,1,fold_02,19,25,0.0013979231,0.0020895454,0.00024375106,0.001894663
partition_01_fold_02_19_26,1,fold_02,19,26,0.0047542225,0.0028437814,0.005036609,0.003226343
partition_01_fold_02_19_37,1,fold_02,19,37,0.0033031306,0.0028244394,0.0035673715,0.003226343
partition_01_fold_02_19_44,1,fold_02,19,44,0.0029437174,0.0028244394,0.0032353797,0.003221648
partition_01_fold_02_19_56,1,fold_02,19,56,0.0024115674,0.0028510927,0.00258843,0.0027196247
partition_01_fold_02_19_59,1,fold_02,19,59,0.0011847417,0.0020178717,0.0010684719,0.001894663
partition_01_fold_02_19_60,1,fold_02,19,60,0.0010950163,0.0020178717,0.00083783735,0.001894663
partition_01_fold_02_22_23,1,fold_02,22,23,0.031430464,0.0020464088,0.035071243,0.0030378134
partition_01_fold_02_22_25,1,fold_02,22,25,0.034893863,0.0020178717,0.03557028,0.0030219476
partition_01_fold_02_22_26,1,fold_02,22,26,0.043281827,0.002620546,0.036759704,0.00315892
partition_01_fold_02_22_37,1,fold_02,22,37,0.03787985,0.0026068457,0.03604396,0.0032200082
partition_01_fold_02_22_44,1,fold_02,22,44,0.035980437,0.0025029685,0.03558656,0.0031422498
partition_01_fold_02_22_56,1,fold_02,22,56,0.036934853,0.002660265,0.03544229,0.003226343
partition_01_fold_02_22_59,1,fold_02,22,59,0.032090407,0.0020464088,0.03551709,0.0030378134
partition_01_fold_02_22_60,1,fold_02,22,60,0.035998102,0.0020464088,0.035363227,0.0030378134
partition_01_fold_02_23_25,1,fold_02,23,25,0.0018254629,0.0026008568,0.0022312663,0.00240378
partition_01_fold_02_23_26,1,fold_02,23,26,0.0050558834,0.0028510927,0.0036505766,0.003226343
partition_01_fold_02_23_37,1,fold_02,23,37,0.0037856987,0.0028510927,0.0023432025,0.0025113723
partition_01_fold_02_23_44,1,fold_02,23,44,0.00338711,0.0028510927,0.0017152792,0.002185153
partition_01_fold_02_23_56,1,fold_02,23,56,0.002759556,0.002829746,0.0012770516,0.0021026167
partition_01_fold_02_23_59,1,fold_02,23,59,0.0016229808,0.0020464088,0.0018247579,0.0019235221
partition_01_fold_02_23_60,1,fold_02,23,60,0.0015267318,0.0020464088,0.0017014903,0.0019105285
partition_01_fold_02_25_26,1,fold_02,25,26,0.0044872463,0.0028510927,0.005049219,0.003226343
partition_01_fold_02_25_37,1,fold_02,25,37,0.0032158927,0.002829746,0.0035743476,0.003226343
partition_01_fold_02_25_44,1,fold_02,25,44,0.002801988,0.002654276,0.0031948083,0.003221648
partition_01_fold_02_25_56,1,fold_02,25,56,0.0022135768,0.0028510927,0.0025284667,0.0026322783
partition_01_fold_02_25_59,1,fold_02,25,59,0.0010734095,0.0020178717,0.00087437924,0.001894663
partition_01_fold_02_25_60,1,fold_02,25,60,0.0009595983,0.002081258,0.00062484056,0.001894663
partition_01_fold_02_26_37,1,fold_02,26,37,0.0064808554,0.0028510927,0.0016794596,0.0023607486
partition_01_fold_02_26_44,1,fold_02,26,44,0.005837735,0.0027968385,0.0023847388,0.0024608655
partition_01_fold_02_26_56,1,fold_02,26,56,0.005467025,0.0028471006,0.0030658946,0.0030624769
partition_01_fold_02_26_59,1,fold_02,26,59,0.004313755,0.002454073,0.0049546342,0.0031038974
partition_01_fold_02_26_60,1,fold_02,26,60,0.0042354404,0.0024097573,0.004836516,0.0031038974
partition_01_fold_02_37_44,1,fold_02,37,44,0.004719906,0.0028510927,0.0008699458,0.0021264893
partition_01_fold_02_37_56,1,fold_02,37,56,0.0041814446,0.0028510927,0.0014686078,0.0023607486
partition_01_fold_02_37_59,1,fold_02,37,59,0.0029671292,0.0021854374,0.0035981152,0.0030378134
partition_01_fold_02_37_60,1,fold_02,37,60,0.0028773132,0.0022426336,0.0033735195,0.0030608685
partition_01_fold_02_44_56,1,fold_02,44,56,0.0037400015,0.0028510927,0.0007481598,0.0023607486
partition_01_fold_02_44_59,1,fold_02,44,59,0.002550137,0.0022138641,0.0031602369,0.0028713522
partition_01_fold_02_44_60,1,fold_02,44,60,0.0024644954,0.0022426336,0.0028939643,0.0028407355
partition_01_fold_02_56_59,1,fold_02,56,59,0.002020149,0.0025696992,0.002532116,0.0026167615
partition_01_fold_02_56_60,1,fold_02,56,60,0.0019193112,0.0024176934,0.0022157365,0.0023145992
partition_01_fold_02_59_60,1,fold_02,59,60,0.00073175516,0.0020506086,0.00051418564,0.0019105285
partition_01_fold_01_1_2,1,fold_01,1,2,0.0019716308,0.0031561842,0.002463629,0.002371548
partition_01_fold_01_1_3,1,fold_01,1,3,0.0011233069,0.0018473198,0.00069662905,0.001846708
partition_01_fold_01_1_16,1,fold_01,1,16,0.0014047525,0.0029945737,0.0013690281,0.0019339487
partition_01_fold_01_1_30,1,fold_01,1,30,0.0025041657,0.0033816476,0.0029078678,0.002700344
partition_01_fold_01_1_31,1,fold_01,1,31,0.0014134279,0.0013257001,0.0011407518,0.0018657149
partition_01_fold_01_1_32,1,fold_01,1,32,0.001592709,0.0027843306,0.0015345649,0.001852485
partition_01_fold_01_1_35,1,fold_01,1,35,0.0016022563,0.0030707554,0.0017743468,0.0020755562
partition_01_fold_01_1_36,1,fold_01,1,36,0.0015194287,0.002451588,0.0013981576,0.0019102558
partition_01_fold_01_1_40,1,fold_01,1,40,0.0018231939,0.0042963587,0.0014506249,0.001898833
partition_01_fold_01_1_42,1,fold_01,1,42,0.0012384318,0.0021404834,0.0011676791,0.0019020915
partition_01_fold_01_1_43,1,fold_01,1,43,0.0011808461,0.0011781375,0.0010396817,0.001808581
partition_01_fold_01_1_45,1,fold_01,1,45,0.0029598754,0.012677255,0.002398541,0.0039767562
partition_01_fold_01_1_46,1,fold_01,1,46,0.0012439215,0.002362523,0.0010704056,0.001907146
partition_01_fold_01_1_48,1,fold_01,1,48,0.003013503,0.0037254128,0.0033526402,0.0031404865
partition_01_fold_01_1_51,1,fold_01,1,51,0.0015062989,0.0022782173,0.00086389756,0.0020204438
partition_01_fold_01_1_52,1,fold_01,1,52,0.0029812714,0.0032887275,0.0038041098,0.00362858
partition_01_fold_01_1_53,1,fold_01,1,53,0.0019003331,0.0038240212,0.001668742,0.0021301517
partition_01_fold_01_1_54,1,fold_01,1,54,0.001299691,0.0016285597,0.00037951377,0.0018536953
partition_01_fold_01_1_61,1,fold_01,1,61,0.0045524584,0.0024917175,0.0055307127,0.005543283
partition_01_fold_01_1_63,1,fold_01,1,63,0.002209868,0.00281861,0.0025694857,0.0024124337
partition_01_fold_01_2_3,1,fold_01,2,3,0.0016262281,0.008664655,0.0019374958,0.0034064595
partition_01_fold_01_2_16,1,fold_01,2,16,0.0019164081,0.008110842,0.0012085243,0.0022847818
partition_01_fold_01_2_30,1,fold_01,2,30,0.0030997712,0.0077575147,0.0037872216,0.0038145771
